Id|Sponsor|Status|Start|Completion|Type|Submission|Conditions|Interventions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03107221|University of Edinburgh|Completed|Aug 2016|Oct 2017|Interventional|Dec 2016|Disease,Anorexia,Bulimia,Feeding and Eating Disorders,Anorexia Nervosa,Binge-Eating Disorder,Bulimia Nervosa|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03100474|InSightec|Active, not recruiting|Dec 2016|Jan 2024|Observational [Patient Registry]|Mar 2017|Parkinson Disease,Neuralgia,Tremor,Essential Tremor,Movement Disorders,Nervous System Diseases|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03102255|Seoul National University Hospital|Completed|Aug 2016|Jul 2017|Interventional|Mar 2017||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03101267|Astellas Pharma Inc|Completed|Apr 2017|Oct 2018|Interventional|Apr 2017|Rhinitis|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03103776|Centre Hospitalier Universitaire, Amiens|Unknown status|Mar 2016|Oct 2018|Interventional|Mar 2017|Polyomavirus Infections,Thyroiditis,Hashimoto Disease|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03108352|Chengdu Kanghong Biotech Co., Ltd.|Unknown status|May 2016|Dec 2020|Interventional|Feb 2017|Macular Edema,Retinal Vein Occlusion,Edema|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03106337|Massachusetts General Hospital|Completed|Jan 2010|Apr 2012|Interventional|Apr 2014|Neoplasms,Thyroid Nodule,Thyroid Diseases|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03100682|University Hospital Heidelberg|Recruiting|Mar 2017|Dec 2022|Observational|Mar 2017|Kidney Diseases,Renal Insufficiency|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03103048|University of Mogi das Cruzes|Completed|Apr 2017|Jun 2017|Interventional|Mar 2017|Sprains and Strains|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03104361|Buddhist Tzu Chi General Hospital|Unknown status|Apr 2017|Jul 2018|Interventional|Apr 2017|Cystitis|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03102528|University of Giessen|Completed|Nov 2014|Jun 2016|Observational|Mar 2017|Acute Kidney Injury,Wounds and Injuries|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03108365|Axio Biosolutions Pvt. Ltd.|Completed|Dec 2014|Mar 2016|Interventional|Mar 2017||Hemostatics,Chitosan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03106766|Next Science TM|Terminated|Mar 2017|Aug 2017|Interventional|Mar 2017|Acne Vulgaris|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03109587|Seattle Children's Hospital|Completed|Jun 2018|Jul 2020|Interventional|Mar 2017|Pediatric Obesity,Prediabetic State|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03108235|National University, Singapore|Completed|Jun 2018|Feb 2020|Interventional|Mar 2017|Heart Failure|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03100968|University of Alabama at Birmingham|Completed|Jun 2015|Sep 2021|Interventional|Mar 2017||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03100981|University of Aarhus|Completed|Feb 2016|Jun 2018|Interventional|Mar 2017|Breast Neoplasms,Prostatic Neoplasms,Depression,Depressive Disorder,Anxiety Disorders|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03109483|KU Leuven|Completed|Mar 2017|Mar 2019|Interventional|Apr 2017|Lung Diseases,Pulmonary Disease,Hip Fractures,Abdominal Injuries|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03105661|University of Tennessee Graduate School of Medicine|Unknown status|Apr 2017|Mar 2020|Interventional|Apr 2017|Pre-Eclampsia,Obesity|Atenolol,Labetalol,Nifedipine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03108573|Fondation Ophtalmologique Adolphe de Rothschild|Completed|Dec 2012|Jul 2013|Observational|Mar 2017|Multiple Sclerosis,Sclerosis|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03107416|Memorial Sloan Kettering Cancer Center|Active, not recruiting|Apr 2017|Apr 2022|Interventional|Apr 2017|Carcinoma|Bumetanide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03109379|Taris Biomedical LLC|Completed|Apr 2017|Sep 2019|Interventional|Apr 2017|Urinary Incontinence,Enuresis,Urinary Bladder|Trospium chloride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03102086|Rambam Health Care Campus|Unknown status|May 2017|Jan 2019|Observational|Mar 2017|Periodontal Diseases,Nephrolithiasis,Kidney Calculi|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03107455|Fundación Investigación Sanitaria en León|Active, not recruiting|Jan 2017|Dec 2021|Observational|Mar 2017|Myocardial Infarction,Mitral Valve Insufficiency,Infarction|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03103685|Chiang Mai University|Unknown status|May 2017|Dec 2018|Interventional|Mar 2017|Stomatognathic Diseases|Clopidogrel,Ticagrelor,Prasugrel Hydrochloride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03101553|Florida State University|Completed|Feb 2017|Nov 2017|Interventional|Mar 2017|Anxiety Disorders,Phobia|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03101475|European Organisation for Research and Treatment of Cancer - EORTC|Active, not recruiting|Nov 2018|Jan 2023|Interventional|Mar 2017|Colorectal Neoplasms,Neoplasm Metastasis,Liver Neoplasms|Durvalumab,Tremelimumab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03101995|National Institute of Cancerología|Recruiting|Jan 2018|Apr 2022|Interventional|Dec 2016|Uterine Cervical Neoplasms|Gemcitabine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03109353|St. Olavs Hospital|Recruiting|Sep 2017|Dec 2021|Interventional|Apr 2017|Lymphoma,Graft vs Host Disease|Aminolevulinic Acid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03109145|Miami VA Healthcare System|Completed|Oct 2014|Jan 2020|Interventional|Dec 2016||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03108456|Cardiovascular Systems Inc|Recruiting|Mar 2017|Feb 2024|Interventional|Feb 2017|Coronary Artery Disease,Myocardial Ischemia,Myocardial Infarction,Heart Diseases,Infarction|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03107494|Gala Therapeutics, Inc.|Completed|Jan 2017|Nov 2019|Interventional|Mar 2017|Bronchitis,Acute Disease|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03107234|Centre Hospitalier Universitaire, Amiens|Unknown status|Jul 2015|Jul 2018|Observational|Apr 2017|Breast Neoplasms|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03106168|University of Sao Paulo|Unknown status|Jun 2017|Dec 2018|Interventional|Apr 2017||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03101046|UNICANCER|Active, not recruiting|Nov 2018|Dec 2021|Interventional|Mar 2017|Prostatic Neoplasms,Neoplastic Cells|Docetaxel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03108651|Taipei Medical University|Completed|Sep 2017|Mar 2019|Interventional|Mar 2017||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03107572|University Hospital, Lille|Completed|Jun 2016|Dec 2017|Observational|Mar 2017|Postoperative Complications|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03108144|Centre for Addiction and Mental Health|Completed|Apr 2016|Apr 2018|Interventional|Apr 2017||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03104153|Universitaire Ziekenhuizen Leuven|Completed|Sep 2015|Jun 2016|Interventional|Mar 2017|Breast Neoplasms,Wounds and Injuries|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03107065|ThermiGen, LLC|Completed|Dec 2016|Sep 2017|Interventional|Dec 2016||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03100487|Baylor College of Medicine|Active, not recruiting|Aug 2016|Nov 2021|Interventional|Jan 2017|Gastrointestinal Diseases,Digestive System Diseases,Abdominal Pain,Somatoform Disorders|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03100838|Food and Drug Administration (FDA)|Completed|Mar 2017|Apr 2018|Interventional|Mar 2017||Nifedipine,Omeprazole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03100695|University of Leeds|Active, not recruiting|Oct 2018|Dec 2021|Interventional|Mar 2017|Fractures|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03104348|University Hospital, Brest|Terminated|Apr 2017|Nov 2018|Interventional|Mar 2017||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03102632|The Rogosin Institute|Active, not recruiting|Jun 2017|Dec 2022|Interventional|Mar 2017|Arthrogryposis,Kidney Diseases,Polycystic Kidney Diseases,Polycystic Kidney|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03104907|Rigshospitalet, Denmark|Completed|Mar 2017|Nov 2018|Interventional|Mar 2017|Prostatic Neoplasms,Prostatic Diseases,Lower Urinary Tract Symptoms,Urological Manifestations|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03107000|Sunnybrook Health Sciences Centre|Active, not recruiting|Sep 2017|Dec 2021|Interventional|Jan 2017|Corneal Endothelial Cell Loss|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03101215|American University of Beirut Medical Center|Unknown status|Mar 2017|Mar 2018|Interventional|Mar 2017||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03108768|Sonova AG|Completed|Apr 2017|Jun 2017|Interventional|Mar 2017|Hearing Loss|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03103633|The First Affiliated Hospital of Anhui Medical University|Completed|Mar 2017|Jul 2018|Interventional|Apr 2017|Heart Diseases|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03106142|Universitaire Ziekenhuizen Leuven|Completed|Sep 2014|Jul 2015|Interventional|Oct 2016|Osteoarthritis|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03104244|More Foundation|Unknown status|Jul 2016|Aug 2020|Observational|Sep 2016|Brain Concussion,Athletic Injuries|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03108885|Mayo Clinic|Enrolling by invitation|Oct 2017|Mar 2022|Observational|Apr 2017|Neoplasms,Esophageal Neoplasms,Recurrence|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03106636|University of Oregon|Completed|May 2014|Oct 2018|Interventional|Jun 2015||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03108547|Erasmus Medical Center|Completed|Jun 2014|Jan 2015|Observational|Mar 2017|Sarcoidosis|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03108859|Peking University People's Hospital|Unknown status|May 2017|Dec 2020|Observational|Apr 2017|Spinal Cord Injuries,Wounds and Injuries|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03101241|Jazz Pharmaceuticals|Completed|Aug 2017|Jul 2018|Interventional|Mar 2017|Tremor,Essential Tremor|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03101501|Key-Whitman Eye Center|Terminated|Feb 2017|Feb 2018|Interventional|Mar 2017|Presbyopia|Mitomycins,Mitomycin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03108963|Zagazig University|Completed|Jan 2017|Mar 2018|Interventional|Apr 2017||Metformin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03103113|Yeh|Completed|Apr 2012|Dec 2012|Observational|Mar 2017|Infertility|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03109938|Nanfang Hospital of Southern Medical University|Unknown status|Oct 2016|Oct 2021|Observational|Mar 2017|Colorectal Neoplasms|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03107299|Centre Hospitalier Universitaire, Amiens|Unknown status|Jul 2016|Jul 2017|Interventional|Mar 2017|Arthritis|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03102931|Milton S. Hershey Medical Center|Completed|Jul 2017|Mar 2018|Interventional|Mar 2017||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03106662|Ankara University|Completed|Oct 2014|Oct 2017|Interventional|Nov 2015|Hematologic Neoplasms|Cyclophosphamide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03104049|IRCCS San Raffaele|Completed|Nov 2015|Jan 2017|Interventional|Mar 2017|Parkinson Disease|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03102866|Ohio State University Comprehensive Cancer Center|Unknown status|Aug 2017|Dec 2019|Interventional|Mar 2017|Breast Neoplasms|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03106909|Natalie Garratt|Completed|Apr 2017|Jul 2018|Observational|Feb 2017|Pneumonia,Stroke|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03105895|Henares University Hospital|Unknown status|Sep 2016|Sep 2020|Observational [Patient Registry]|Apr 2017|Hernia,Incisional Hernia|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03100539|VA Office of Research and Development|Recruiting|May 2017|Aug 2022|Interventional|Mar 2017|Musculoskeletal Pain,Chronic Pain,Neck Pain|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03101085|Russell Swerdlow|Completed|May 2017|Mar 2021|Interventional|Mar 2017|Alzheimer Disease|Equol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03100734|Biogen|Completed|Jun 2017|Nov 2018|Observational|Mar 2017|Arthritis,Spondylarthritis|Etanercept,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03108053|Marmara University|Unknown status|Jun 2014|Jan 2020|Interventional|Mar 2017|Urinary Calculi,Urolithiasis,Calculi|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03104673|University of Oxford|Completed|Apr 2017|Jan 2021|Observational|Mar 2017|Premature Birth|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03100617|University of California, Davis|Completed|Aug 2017|Jun 2018|Interventional|Mar 2017|Alzheimer Disease|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03101696|Heinrich-Heine University, Duesseldorf|Completed|Feb 2017|Feb 2019|Observational|Mar 2017|Coronary Stenosis|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03101969|Montefiore Medical Center|Completed|Aug 2014|Jul 2016|Observational|Jun 2016||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03104478|The Lymphoma Academic Research Organisation|Active, not recruiting|May 2017|Oct 2021|Observational|Apr 2017|Lymphoma|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03105934|Hospital Universitari Vall d'Hebron Research Institute|Completed|Apr 2016|Jan 2018|Interventional|Apr 2017|Pulmonary Arterial Hypertension,Familial Primary Pulmonary Hypertension,Hypertension|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03100123|Ottawa Hospital Research Institute|Terminated|Nov 2017|Oct 2019|Interventional|Feb 2017|Abortion,Fetal Death,Antiphospholipid Syndrome,Syndrome|Aspirin,Heparin,Enoxaparin,Tinzaparin,Dalteparin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03101033|yan lu|Completed|May 2015|Jun 2016|Interventional|Mar 2017||Betamethasone,Betamethasone Valerate,Betamethasone-17,Betamethasone benzoate,Betamethasone sodium phosphate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03101722|Zhijun Bao|Enrolling by invitation|May 2017|Dec 2021|Interventional|Mar 2017|Tinnitus,Presbycusis,Cognitive Dysfunction|Huperzine A,Cholinesterase Inhibitors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03109288|National Institute of Allergy and Infectious Diseases (NIAID)|Recruiting|Aug 2017|Jan 2029|Interventional|Apr 2017|Multiple Sclerosis,Sclerosis|Pioglitazone,Clemastine,Pirfenidone,Dantrolene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03101943|Johns Hopkins Bloomberg School of Public Health|Completed|Mar 2017|Oct 2019|Interventional|Feb 2017|Dental Caries,Dental Plaque,Tooth Erosion,Obesity,Pediatric Obesity|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03100643|University of California, San Francisco|Completed|Aug 2015|Jan 2020|Observational|Mar 2017|Acquired Immunodeficiency Syndrome,HIV Infections|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03100084|Oslo University Hospital|Recruiting|Sep 2016|Sep 2022|Observational|Mar 2017|Pregnancy Complications,Placental Insufficiency|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03100279|Rutgers University|Recruiting|Jul 2005|Aug 2022|Interventional|Mar 2017|Anxiety Disorders|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03105856|Instituto Nacional de Salud Publica, Mexico|Completed|Jan 2017|Dec 2018|Interventional|Jan 2017|Uterine Cervical Neoplasms,Cervical Intraepithelial Neoplasia|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03109951|Catholic Kwandong University|Completed|Mar 2017|Dec 2019|Interventional|Apr 2017|Diabetes Mellitus|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03106935|Second Affiliated Hospital of Soochow University|Unknown status|Jul 2015|Jun 2018|Interventional|Feb 2017|Abortion,Fetal Death,Hypothyroidism|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03103594|University of Pennsylvania|Completed|Aug 2015|Apr 2017|Interventional|Mar 2017|Cystitis,Syndrome,Somatoform Disorders|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03108092|University Hospital Inselspital, Berne|Completed|Dec 2016|Oct 2019|Interventional|Apr 2017||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03107377|Evofem Inc.|Completed|Nov 2017|Aug 2019|Interventional|Mar 2017|Infections,Chlamydia Infections|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03105011|University of Missouri-Columbia|Completed|Mar 2017|Dec 2017|Interventional|Apr 2017|Diabetes Mellitus|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03108794|Beijing Friendship Hospital|Recruiting|Jun 2012|Dec 2025|Observational [Patient Registry]|Apr 2017|Hepatitis A,Hepatitis B,Hepatitis|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03109301|National Cancer Institute (NCI)|Withdrawn|Apr 2017|Mar 2019|Interventional|Apr 2017|Gastrointestinal Stromal Tumors,Neurofibromatoses,Neurofibromatosis 1,Neurofibroma,Neoplasms,Nervous System Diseases,Peripheral Nervous System Diseases,Heredodegenerative Disorders|,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03108443|Balwantray Chauhan|Active, not recruiting|Apr 2018|May 2022|Observational|Apr 2017|Glaucoma|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03109600|PT Bio Farma|Completed|Apr 2017|Feb 2018|Interventional|Nov 2016|Typhoid Fever|Vaccines,Heptavalent Pneumococcal Conjugate Vaccine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03108066|Peloton Therapeutics, Inc.|Active, not recruiting|Apr 2017|Jun 2022|Interventional|Mar 2017|Carcinoma,Von Hippel-Lindau Disease,Syndrome|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03108469|Smith, Timothy R., M.D.|Completed|Aug 2017|Apr 2019|Interventional|Mar 2017|Migraine Disorders|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03109028|Charite University, Berlin, Germany|Unknown status|Mar 2018|Feb 2020|Interventional|Apr 2017|Mood Disorders|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03104439|Massachusetts General Hospital|Recruiting|May 2017|Oct 2026|Interventional|Apr 2017|Colorectal Neoplasms,Pancreatic Neoplasms|Nivolumab,Ipilimumab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03107611|Mylan Inc.|Completed|Feb 2016|May 2017|Interventional|Apr 2017|Dermatitis,Eczema|Pimecrolimus,Tacrolimus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03100825|Novartis Pharmaceuticals|Completed|Apr 2017|Apr 2019|Interventional|Mar 2017|Asthma|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03103295|A.A. Partners, LLC|Unknown status|Nov 2015|Dec 2018|Interventional|Mar 2017||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03102203|Nanjing Jinling Hospital|Unknown status|Jun 2016|Dec 2018|Observational|Mar 2017|Glioma|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03103477|St. Louis University|Completed|Jan 2017|Feb 2017|Observational|Jan 2017|Cystitis|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03103178|Fundació Institut de Recerca de l'Hospital de la Santa Creu i Sant Pau|Unknown status|Jan 2017|Dec 2019|Observational [Patient Registry]|Mar 2017|Pulmonary Fibrosis|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03104218|Laval University|Completed|Jan 2016|May 2017|Interventional|Feb 2017|Tendinopathy|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03108105|BBraun Medical SAS|Completed|Jun 2017|Nov 2017|Interventional|Apr 2017||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03102489|Ivix LLX|Completed|Feb 2017|Sep 2017|Interventional|Mar 2017|Sexual Dysfunctions|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03101020|University of Sorocaba|Completed|Jun 2017|Jul 2017|Interventional|Mar 2017|Back Pain,Low Back Pain|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03107767|Hvidovre University Hospital|Unknown status|Jun 2016|Jun 2019|Interventional|Apr 2017|Fractures,Ankle Fractures,Ankle Injuries|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03100851|China Agricultural University|Completed|Aug 2015|Mar 2017|Interventional|Mar 2017|Constipation|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03103373|Federal University of Juiz de Fora|Unknown status|Feb 2017|Jan 2018|Interventional|Mar 2017||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03107104|Topcon Medical Systems, Inc.|Completed|Mar 2017|Sep 2017|Interventional|Mar 2017||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03103269|University of Maryland, Baltimore|Completed|Sep 2009|Jan 2014|Interventional|Apr 2010|Obesity,Overweight|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03106389|Ain Shams Maternity Hospital|Unknown status|Mar 2017|Jul 2017|Interventional|Apr 2017||Misoprostol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03109730|Assembly Biosciences|Completed|Jun 2017|Jun 2018|Interventional|Apr 2017|Hepatitis A,Hepatitis B,Hepatitis|Tenofovir,Peginterferon alfa-2a,Entecavir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03108131|M.D. Anderson Cancer Center|Active, not recruiting|Apr 2017|Jul 2021|Interventional|Mar 2017|Carcinoma,Neoplasms,Adenocarcinoma|Atezolizumab,Antibodies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03104374|AbbVie|Active, not recruiting|Apr 2017|Apr 2022|Interventional|Apr 2017|Arthritis,Rheumatic Diseases|Upadacitinib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03105245|The University of New South Wales|Unknown status|Mar 2017|Mar 2019|Interventional|Feb 2017|Depression|Thiopental,Anesthetics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03100396|St George's, University of London|Unknown status|May 2017|Aug 2019|Observational|Mar 2017|Intraoperative Awareness|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03106714|Oswaldo Cruz Foundation|Completed|Jul 2017|Jun 2020|Observational|Apr 2017|Zika Virus Infection|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03106155|Samsung Medical Center|Terminated|Aug 2017|Jun 2018|Interventional|Apr 2017|Lung Neoplasms,Small Cell Lung Carcinoma|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03107260|Centre Hospitalier Universitaire, Amiens|Unknown status|Jan 2016|Jul 2018|Interventional|Apr 2017|Emergencies,Postoperative Cognitive Complications,Cognitive Dysfunction|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03109847|Sidney Kimmel Cancer Center at Thomas Jefferson University|Active, not recruiting|Jan 2017|Jan 2022|Interventional|Mar 2017|Thyroid Neoplasms,Thyroid Diseases|Metformin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03103958|Farmoquimica S.A.|Completed|Jun 2016|Sep 2016|Interventional|Mar 2017|Constipation|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03103035|Laval University|Completed|Apr 2014|Aug 2015|Interventional|Apr 2015||,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03101605|St. Justine's Hospital|Completed|Jun 2017|Nov 2018|Interventional|Mar 2017|Otitis,Otitis Media|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03108274|Alexion Pharmaceuticals|Completed|Apr 2017|Jun 2017|Interventional|Mar 2017||Fexofenadine,Mycophenolic Acid,Midazolam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03103360|Pr Isabelle CONSTANT|Completed|May 2018|Nov 2019|Observational|Mar 2017|Surgical Wound|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03106870|Ain Shams University|Completed|Jun 2016|Dec 2016|Interventional|Mar 2017|Diabetes,Pregnancy in Diabetics,Diabetes Mellitus|Insulin,Metformin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NCT03101956|NYU Langone Health|Completed|Mar 2017|Jun 2019|Interventional|Mar 2017|Patellofemoral Pain Syndrome,Syndrome,Somatoform Disorders|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
